Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Bamboo Bistro,78758,08/07/2015,93,"11101 BURNET RD Bunit 100
AUSTIN, TX 78758
(30.396129, -97.720128)",10439962,Routine Inspection
Berry Austin,78731,09/15/2015,97,"5523 BALCONES DR Unit A
AUSTIN, TX 78731
(30.336637, -97.75764)",10371863,Routine Inspection
Bartlett's,78757,02/15/2017,84,"2408 W ANDERSON LN
AUSTIN, TX 78757
(30.356401, -97.731386)",11161816,Routine Inspection
Blue Baker,78759,07/18/2017,91,"10000 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.392352, -97.746845)",10758561,Routine Inspection
Bill Miller Bar-B-Q,78728,10/25/2016,70,"14718 N IH 35 SVRD SB
AUSTIN, TX 78728
(30.438815, -97.66961)",2801785,Routine Inspection
Bat Bar,78701,01/28/2016,89,"218 E 6TH ST
AUSTIN, TX 78701
(30.267428, -97.740586)",10432734,Routine Inspection
BC - Rosie's Tamale House,78738,08/14/2017,90,"13436 W SH 71
BEE CAVE, TX 78738
(30.308155, -97.951749)",10261963,Routine Inspection
"Bee Grocery, The",78702,08/04/2017,86,"1001 E 6TH ST
AUSTIN, TX 78702
(30.26505, -97.732382)",11251134,Routine Inspection
Blacks Barbecue,78705,07/28/2016,94,"3110 GUADALUPE ST Unit 150
AUSTIN, TX 78705
(30.298427, -97.740893)",11143265,Routine Inspection
Big Lots # 4131,78759,10/18/2016,100,"8666 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.433983, -97.77023)",11096087,Routine Inspection
Barton Springs Saloon,78704,03/30/2016,96,"424 S LAMAR BLVD SB
AUSTIN, TX 78704
(30.261249, -97.758464)",2803129,Routine Inspection
Badlands,78702,06/25/2015,93,"1203 CHICON ST
AUSTIN, TX 78702
(30.274086, -97.719989)",11174455,Routine Inspection
Billy's on Burnet,78756,03/14/2017,97,"2105 HANCOCK DR
AUSTIN, TX 78756
(30.322191, -97.739661)",2802504,Routine Inspection
Barley Bean,78705,10/06/2015,88,"2222 RIO GRANDE ST Bunit 190
AUSTIN, TX 78705
(30.286839, -97.744777)",10815083,Routine Inspection
BC - Pei Wei Asian Diner,78738,02/02/2016,97,"12913 GALLERIA CIR Unit 101
BEE CAVE, TX 78738
(30.308793, -97.942766)",10299580,Routine Inspection
Beverage Barn,78741,07/24/2015,93,"2001 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24149, -97.728133)",2803502,Routine Inspection
Bill Miller BBQ,78745,03/26/2015,82,"709 E BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.218036, -97.755599)",2800059,Routine Inspection
Barton Creek Elementary,78733,03/23/2015,100,"1370 PATTERSON RD
AUSTIN, TX 78733
(30.303892, -97.878065)",2800711,Routine Inspection
Biryani & Co.,78759,09/26/2016,95,"11150 RESEARCH BLVD SB Unit 210A
AUSTIN, TX 78759
(30.407225, -97.745609)",11394723,1st Follow Up to Routine of 50 - 69
BC - Whole Foods Market - Bakery,78738,01/03/2017,98,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744418,Routine Inspection
Blue Star Cafe,78756,09/12/2016,92,"4800 BURNET RD Bldg C
AUSTIN, TX 78756
(30.318803, -97.739443)",2802981,Routine Inspection
Barton Springs Market,78704,01/08/2016,99,"1525 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.261775, -97.761106)",10076899,Routine Inspection
Berts on 24th,78705,08/30/2017,90,"907 W 24TH ST
AUSTIN, TX 78705
(30.288121, -97.747334)",10809700,Routine Inspection
BC - Tokyo Gardens Catering,78738,12/30/2015,100,"12400 W SH 71
BEE CAVE, TX 78738
(30.303625, -97.933542)",10262036,Routine Inspection
Baranoff Elem School,78748,09/22/2017,97,"12009 BUCKINGHAM GATE RD
AUSTIN, TX 78748
(30.153175, -97.852736)",2801262,Routine Inspection
Barton Hills Market #1,78704,06/24/2015,87,"1220 BARTON HILLS DR
AUSTIN, TX 78704
(30.261519, -97.775149)",10400697,Routine Inspection
Banger's Sausage House and Beer Garden,78701,03/24/2016,95,"79 RAINEY ST
AUSTIN, TX 78701
(30.259022, -97.738686)",10801112,Routine Inspection
BC - Park Manor,78738,11/01/2016,93,"14058 BEE CAVE PKWY Bldg B
BEE CAVE, TX 78738
(30.311267, -97.964301)",11191042,Routine Inspection
Bluebonnet School of Canyon Creek,78726,05/23/2016,98,"10321 BOULDER LN
AUSTIN, TX 78726
(30.428723, -97.838799)",10793927,Routine Inspection
Bluebonnet Hill Golf,78724,10/28/2015,97,"9100 DECKER LN
AUSTIN, TX 78724
(30.317472, -97.61109)",2800707,Routine Inspection
Baskin Robbins,78758,03/30/2015,90,"12407 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.41781, -97.704612)",2802274,Routine Inspection
BC - Silverado,78738,01/06/2017,96,"14058 BEE CAVE PKWY Bldg A
BEE CAVE, TX 78738
(30.311267, -97.964301)",11511902,Routine Inspection
Balcones Youth Sports,78727,03/18/2015,97,"3106 ADELPHI LN
AUSTIN, TX 78727
(30.418889, -97.710155)",2801104,Routine Inspection
"Buzz Mill, The",78741,09/19/2016,82,"1505 TOWN CREEK DR
AUSTIN, TX 78741
(30.241829, -97.727141)",10835409,Routine Inspection
Beijing Wok,78749,02/21/2017,81,"8106 BRODIE LN Unit 109
AUSTIN, TX 78749
(30.20184, -97.838207)",10356174,Routine Inspection
Ben White Gas & Beverage,78741,04/07/2016,99,"2250 E BEN WHITE BLVD WB
AUSTIN, TX 78741
(30.216232, -97.739175)",2804008,Routine Inspection
Bluebonnet Food Mart,78704,12/02/2014,80,"1701 BLUEBONNET LN
AUSTIN, TX 78704
(30.254763, -97.772096)",10543229,Routine Inspection
Beto's Mexican Restaurant,78702,09/21/2017,79,"3518 E 7TH ST
AUSTIN, TX 78702
(30.256582, -97.702484)",11268843,Routine Inspection
BC - Kwik Chek #55,78738,01/26/2015,97,"14417 W SH 71 Bldg A
BEE CAVE, TX 78738
(30.310236, -97.966515)",10374866,Routine Inspection
BG Anderson,78757,05/25/2017,94,"1508 W ANDERSON LN
AUSTIN, TX 78757
(30.352038, -97.72234)",11602462,Routine Inspection
BC - Simply Pho House,78738,04/26/2016,83,"12918 SHOPS PKWY Bunit 300
BEE CAVE, TX 78738
(30.306709, -97.944897)",11163304,Routine Inspection
Blacks Barbecue,78705,04/23/2015,97,"3110 GUADALUPE ST Unit 150
AUSTIN, TX 78705
(30.298427, -97.740893)",11143265,Routine Inspection
Becker Elementary,78704,11/30/2015,96,"906 W MILTON ST
AUSTIN, TX 78704
(30.25023, -97.759949)",2800433,Routine Inspection
Bamboo Garden,78745,09/20/2016,76,"625 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.227169, -97.772022)",2800545,Routine Inspection
Bill Miller BBQ,78754,06/30/2015,89,"8700 E US 290 HWY WB
AUSTIN, TX 78754
(30.328709, -97.658942)",2801889,Routine Inspection
Barbara Jordan Elem School,78724,03/26/2015,100,"6711 JOHNNY MORRIS RD
AUSTIN, TX 78724
(30.300868, -97.647816)",2800461,Routine Inspection
Ben White Gas & Beverage,78741,04/23/2015,92,"2250 E BEN WHITE BLVD WB
AUSTIN, TX 78741
(30.216232, -97.739175)",2804008,Routine Inspection
BC - Whole Foods Market - Produce,78738,01/03/2017,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744462,Routine Inspection
BC - Park Manor,78738,04/26/2016,97,"14058 BEE CAVE PKWY Bldg B
BEE CAVE, TX 78738
(30.311267, -97.964301)",11191042,Routine Inspection
BC - HEB Food Store #404 (Deli/Bakery),78738,09/08/2015,97,"12400 W SH 71
BEE CAVE, TX 78738
(30.303625, -97.933542)",10260923,Routine Inspection
COTA- Commissary Grand Plaza,78617,11/13/2016,92,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.134236, -97.645076)",11229098,Routine Inspection
BC - ThunderCloud Subs,78738,06/09/2015,100,"12400 W SH 71 Unit 706
BEE CAVE, TX 78738
(30.303625, -97.933542)",11250915,Routine Inspection
Bill Miller's Bar-B-Q,78748,01/04/2017,89,"136 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167243, -97.789998)",2802445,Routine Inspection
BC - HEB Food Store #404 (Deli/Bakery),78738,02/27/2015,100,"12400 W SH 71
BEE CAVE, TX 78738
(30.303625, -97.933542)",10260923,Routine Inspection
Blanton Elementary,78723,11/14/2014,100,"5408 WESTMINSTER DR
AUSTIN, TX 78723
(30.30668, -97.689652)",2800597,Routine Inspection
BC - McDonald's #8056,78738,07/11/2016,91,"12514 W SH 71
BEE CAVE, TX 78738
(30.30528, -97.936315)",10261051,Routine Inspection
BC - Maudie's Hill Country LLC,78738,08/23/2017,83,"12506 SHOPS PKWY
BEE CAVE, TX 78738
(30.304679, -97.93797)",10468660,Routine Inspection
Barnison Catering,78703,03/25/2015,97,"2614 EXPOSITION BLVD
AUSTIN, TX 78703
(30.301917, -97.764901)",10323264,Routine Inspection
Blanton Elementary,78723,04/18/2017,95,"5408 WESTMINSTER DR
AUSTIN, TX 78723
(30.30668, -97.689652)",2800597,Routine Inspection
BC - McDonald's #8056,78738,03/20/2015,97,"12514 W SH 71
BEE CAVE, TX 78738
(30.30528, -97.936315)",10261051,Routine Inspection
BC - Hill Country Food Mart,78738,10/27/2014,89,"13908 W SH 71 Bldg A
BEE CAVE, TX 78738
(30.309156, -97.961325)",10426941,Routine Inspection
Best Western Plus Austin Central ,78751,08/30/2017,85,"919 E KOENIG LN EB
AUSTIN, TX 78751
(30.321125, -97.708674)",11461792,Routine Inspection
Blenders and Bowls,78701,06/22/2017,76,"206 E 4TH ST
AUSTIN, TX 78701
(30.265686, -97.741678)",10745599,Routine Inspection
BC - Pei Wei Asian Diner,78738,07/29/2015,93,"12913 GALLERIA CIR Unit 101
BEE CAVE, TX 78738
(30.308793, -97.942766)",10299580,Routine Inspection
BC - Whole Foods Market - Specialty,78738,01/20/2015,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744425,Routine Inspection
BC - Simply Pho House,78738,12/01/2016,92,"12918 SHOPS PKWY Bunit 300
BEE CAVE, TX 78738
(30.306709, -97.944897)",11163304,Routine Inspection
CVS/Pharmacy  #7719,78757,04/25/2016,94,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.359579, -97.737925)",2804029,Routine Inspection
BJ's Restaurant & Brewhouse,78758,12/09/2015,93,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.392147, -97.733029)",10575343,Routine Inspection
Blue Note Bakery,78745,06/07/2016,96,"4201 S CONGRESS AVE Unit 101
AUSTIN, TX 78745
(30.221101, -97.765075)",10188781,Routine Inspection
Barbarella,78701,11/06/2014,76,"611 RED RIVER ST
AUSTIN, TX 78701
(30.267097, -97.736981)",10529722,Routine Inspection
Biryani Pot Indian Cuisine,78758,10/24/2016,85,"12407 N MOPAC EXPY NB Unit 200
AUSTIN, TX 78758
(30.41781, -97.704612)",11016302,Routine Inspection
Beerland,78701,03/16/2016,87,"711-1/2 RED RIVER ST
AUSTIN, TX 78701
(30.267874, -97.736696)",2801704,Routine Inspection
Big Easy Bar and Grill,78702,11/03/2016,96,"1806 E 12TH ST
AUSTIN, TX 78702
(30.273683, -97.720484)",11284834,Routine Inspection
BC - Jersey Mike's Subs,78738,09/11/2017,96,"4005 MARKET ST
BEE CAVE, TX 78738
(30.307228, -97.937337)",10937488,Routine Inspection
Berryaustin 2 Go,78701,06/24/2015,89,"200 CONGRESS AVE
AUSTIN, TX 78701
(30.264656, -97.744063)",10550264,Routine Inspection
Billy's on Burnet,78756,09/14/2016,88,"2105 HANCOCK DR
AUSTIN, TX 78756
(30.322191, -97.739661)",2802504,Routine Inspection
Bambu Desserts and Drinks,78753,05/20/2016,90,"10901 N LAMAR BLVD Bunit 120
AUSTIN, TX 78753
(30.378384, -97.688383)",11159907,Routine Inspection
Baldwin Elementary,78739,09/20/2016,100,"12200 MERIDIAN PARK BLVD
AUSTIN, TX 78739
(30.184867, -97.92221)",10492636,Routine Inspection
Best Western Plus Austin City Hotel,78704,08/02/2016,91,"2200 S IH 35 SVRD SB
AUSTIN, TX 78704
(30.235573, -97.740521)",2800769,Routine Inspection
Big Lots # 1835,78727,01/20/2017,99,"2506 W PARMER LN Unit 100
AUSTIN, TX 78727
(30.419277, -97.702454)",11096268,Routine Inspection
Balcones Club Restaurant,78750,05/13/2016,88,"8600 BALCONES CLUB DR
AUSTIN, TX 78750
(30.437933, -97.780795)",10239549,Routine Inspection
Barlata,78704,04/23/2017,80,"1500 S LAMAR BLVD
AUSTIN, TX 78704
(30.252147, -97.7643)",10935114,Routine Inspection
"BC - Yogurt Planet, LLC",78738,11/05/2015,100,"12801 HILL COUNTRY BLVD Unit 103
BEE CAVE, TX 78738
(30.309017, -97.940445)",10262867,Routine Inspection
BC - Tadashi,78738,06/05/2017,93,"12820 HILL COUNTRY BLVD Unit 105
BEE CAVE, TX 78738
(30.309337, -97.941269)",11022679,Routine Inspection
Blue Baker,78759,08/11/2016,92,"10000 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.392352, -97.746845)",10758561,Routine Inspection
BC - World Market #276,78738,01/17/2017,100,"12700 SHOPS PKWY Unit 200
BEE CAVE, TX 78738
(30.304866, -97.940164)",10262080,Routine Inspection
Blackshear Elementary,78702,03/21/2017,97,"1712 E 11TH ST
AUSTIN, TX 78702
(30.266697, -97.722371)",2800346,Routine Inspection
Blue Dahlia Bistro,78702,03/28/2016,85,"1115 E 11TH ST
AUSTIN, TX 78702
(30.268971, -97.728662)",2802522,Routine Inspection
Barbarella,78701,01/28/2016,96,"611 RED RIVER ST
AUSTIN, TX 78701
(30.267097, -97.736981)",10529722,Routine Inspection
Barton Springs Market,78704,09/12/2017,93,"1525 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.261775, -97.761106)",10076899,Routine Inspection
BC - Simply Pho House,78738,10/22/2015,86,"12918 SHOPS PKWY Bunit 300
BEE CAVE, TX 78738
(30.306709, -97.944897)",11163304,Routine Inspection
Bert's BBQ,78731,05/23/2016,93,"3563 FAR WEST BLVD Unit 109
AUSTIN, TX 78731
(30.353572, -97.75363)",2800469,Routine Inspection
Baby Acapulco #2,78704,07/18/2017,88,"1628 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.262892, -97.762527)",2800354,Routine Inspection
Burkes Adult Supervised Living,78723,12/19/2016,95,"2612 WHELESS LN
AUSTIN, TX 78723
(30.309086, -97.680722)",2800223,Routine Inspection
BC - Whole Foods Market - Coffee Bar,78738,12/01/2015,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744625,Routine Inspection
Barnes & Noble Book & Cafe,78759,09/10/2015,97,"10000 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.392352, -97.746845)",2800943,Routine Inspection
Bailey Middle School,78739,03/22/2016,95,"4020 LOST OASIS HOLW
AUSTIN, TX 78739
(30.163712, -97.873664)",2800881,Routine Inspection
Beto's Mexican Restaurant,78702,03/17/2017,100,"3518 E 7TH ST
AUSTIN, TX 78702
(30.256582, -97.702484)",11268843,Routine Inspection
"BC - Yogurt Planet, LLC",78738,04/24/2015,100,"12801 HILL COUNTRY BLVD Unit 103
BEE CAVE, TX 78738
(30.309017, -97.940445)",10262867,Routine Inspection
Baskin Robbins,78758,10/13/2014,90,"12407 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.41781, -97.704612)",2802274,Routine Inspection
"Beer Plant, The",78703,08/03/2017,88,"3110 WINDSOR RD
AUSTIN, TX 78703
(30.296464, -97.767982)",11547036,Routine Inspection
Barley Bean,78705,02/27/2017,84,"2222 RIO GRANDE ST Bunit 190
AUSTIN, TX 78705
(30.286839, -97.744777)",10815083,Routine Inspection
BC - McDonald's #8056,78738,10/23/2014,100,"12514 W SH 71
BEE CAVE, TX 78738
(30.30528, -97.936315)",10261051,Routine Inspection
BC - Rosie's Tamale House,78738,02/11/2016,95,"13436 W SH 71
BEE CAVE, TX 78738
(30.308155, -97.951749)",10261963,Routine Inspection
Ben White Gas & Beverage,78741,11/05/2014,100,"2250 E BEN WHITE BLVD WB
AUSTIN, TX 78741
(30.216232, -97.739175)",2804008,Routine Inspection
"BC - Verts Mediterranean Grill, Inc. ",78738,03/18/2016,98,"12800 GALLERIA CIR Unit 101
BEE CAVE, TX 78738
(30.307985, -97.940692)",10855724,Routine Inspection
Baranoff Elem School,78748,10/26/2016,98,"12009 BUCKINGHAM GATE RD
AUSTIN, TX 78748
(30.153175, -97.852736)",2801262,Routine Inspection
Baby Acapulco #1,78741,07/11/2017,90,"1705 S LAKESHORE BLVD Bldg A
AUSTIN, TX 78741
(30.244879, -97.728661)",2800052,Routine Inspection
Black Star Co-Op Pub and Brewery,78757,03/27/2017,81,"7020 EASY WIND DR Unit 100
AUSTIN, TX 78757
(30.338552, -97.719077)",10474096,Routine Inspection
COTA - 34 Chophouse Main Grand Stand,78617,04/08/2016,94,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.134236, -97.645076)",11229128,Routine Inspection
Barton Creek Market,78735,12/29/2014,97,"2700 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.28894, -97.871342)",10368062,Routine Inspection
Barrington Elementary,78753,03/30/2016,100,"400 COOPER DR
AUSTIN, TX 78753
(30.360199, -97.696223)",2800127,Routine Inspection
Bikinis Sports Bar and Grill ,78701,02/09/2017,60,"214 E 6TH ST
AUSTIN, TX 78701
(30.267451, -97.740665)",10304661,Routine Inspection
Berts on 24th,78705,03/29/2016,89,"907 W 24TH ST
AUSTIN, TX 78705
(30.288121, -97.747334)",10809700,Routine Inspection
BC - Park Manor,78738,10/21/2015,96,"14058 BEE CAVE PKWY Bldg B
BEE CAVE, TX 78738
(30.311267, -97.964301)",11191042,Routine Inspection
Barracuda Club,78701,05/25/2017,93,"611 E 7TH ST
AUSTIN, TX 78701
(30.267317, -97.73648)",11454645,Routine Inspection
Balcones Club Restaurant,78750,10/27/2015,91,"8600 BALCONES CLUB DR
AUSTIN, TX 78750
(30.437933, -97.780795)",10239549,Routine Inspection
BC - Maudie's Hill Country LLC,78738,08/16/2016,95,"12506 SHOPS PKWY
BEE CAVE, TX 78738
(30.304679, -97.93797)",10468660,Routine Inspection
Campbell Elementary,78722,04/24/2015,100,"2613 ROGERS AVE
AUSTIN, TX 78722
(30.2831, -97.713791)",2800454,Routine Inspection
Blake Manor Food Mart,78653,02/10/2015,89,"17530 BLAKE MANOR RD
AUSTIN, TX 78653
(30.319082, -97.540992)",10004691,Routine Inspection
BC - Sonesta Bee Cave,78738,01/26/2016,97,"12525 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.309715, -97.934312)",11330041,Routine Inspection
Baskin Robbins,78717,11/25/2014,93,"9900 W PARMER LN Unit 105
AUSTIN, TX 78717
(30.486211, -97.770513)",10232641,Routine Inspection
Barton Springs Market,78704,06/29/2016,96,"1525 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.261775, -97.761106)",10076899,Routine Inspection
Bluebonnet Trail Elementary,78754,05/08/2017,96,"11316 FARMHAVEN RD
AUSTIN, TX 78754
(30.351012, -97.617818)",2800920,Routine Inspection
BC - Mandolas Italian Market,78738,02/17/2016,87,"12815 SHOPS PKWY Unit 400
BEE CAVE, TX 78738
(30.305757, -97.942392)",10338098,Routine Inspection
Best Stop Food Market,78702,07/26/2017,76,"1130 AIRPORT BLVD
AUSTIN, TX 78702
(30.267786, -97.696178)",2803494,Routine Inspection
Badlands,78702,03/14/2016,96,"1203 CHICON ST
AUSTIN, TX 78702
(30.274086, -97.719989)",11174455,Routine Inspection
Berry Austin,78731,08/07/2017,97,"5523 BALCONES DR Unit A
AUSTIN, TX 78731
(30.336637, -97.75764)",10371863,Routine Inspection
Barbara Jordan Elem School,78724,03/22/2016,94,"6711 JOHNNY MORRIS RD
AUSTIN, TX 78724
(30.300868, -97.647816)",2800461,Routine Inspection
Blue Dahlia Bistro,78702,01/27/2015,79,"1115 E 11TH ST
AUSTIN, TX 78702
(30.268971, -97.728662)",2802522,Routine Inspection
C-Mart #7,78744,03/15/2017,85,"5200 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.18007, -97.747811)",10003415,Routine Inspection
BC - Tony C's,78738,08/01/2017,79,"12800 HILL COUNTRY BLVD Unit 160
BEE CAVE, TX 78738
(30.308957, -97.940292)",10262053,Routine Inspection
Baskin Robbins,78745,06/06/2017,97,"730 W STASSNEY LN Unit 150
AUSTIN, TX 78745
(30.209029, -97.78292)",10001578,Routine Inspection
Bennu Coffee,78702,01/04/2017,96,"2001 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.280055, -97.719699)",10257417,Routine Inspection
Blender's - ACC,78745,12/06/2016,91,"1820 W STASSNEY LN
AUSTIN, TX 78745
(30.21477, -97.796202)",11418909,Routine Inspection
Biryani & Co.,78759,03/15/2016,74,"11150 RESEARCH BLVD SB Unit 210A
AUSTIN, TX 78759
(30.407225, -97.745609)",11394723,Routine Inspection
Bennu Coffee,78702,06/24/2016,95,"2001 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.280055, -97.719699)",10257417,Routine Inspection
Barchi Japanese Restaurant,78701,02/26/2015,81,"206 COLORADO ST
AUSTIN, TX 78701
(30.265206, -97.745331)",10490383,Routine Inspection
Barbarella,78701,06/11/2015,90,"611 RED RIVER ST
AUSTIN, TX 78701
(30.267097, -97.736981)",10529722,Routine Inspection
"Baker St. The Corners, LLC",78704,08/03/2016,88,"3003 S LAMAR BLVD Bldg F
AUSTIN, TX 78704
(30.242293, -97.784168)",10529725,Routine Inspection
BC - Pei Wei Asian Diner,78738,08/25/2016,94,"12913 GALLERIA CIR Unit 101
BEE CAVE, TX 78738
(30.308793, -97.942766)",10299580,Routine Inspection
Bamboo Garden,78745,02/15/2017,83,"625 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.227169, -97.772022)",2800545,Routine Inspection
"BC - Woody's Tavern and Grill, Inc",78738,08/04/2015,83,"12801 SHOPS PKWY Unit 100
BEE CAVE, TX 78738
(30.305356, -97.941418)",11093282,Routine Inspection
BC - Subway,78738,05/20/2015,100,"12717 SHOPS PKWY Unit 600
BEE CAVE, TX 78738
(30.305053, -97.940736)",10262005,Routine Inspection
BC - Whole Foods Market - Specialty,78738,12/01/2015,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744425,Routine Inspection
Black Sheep Lodge,78704,05/19/2017,93,"2108 S LAMAR BLVD
AUSTIN, TX 78704
(30.248117, -97.771086)",10251709,Routine Inspection
Balkan Cafe & Grill,78758,06/29/2015,91,"11800 N LAMAR BLVD Bldg 3
AUSTIN, TX 78758
(30.387546, -97.683659)",11143174,Routine Inspection
Best Western Plus Austin Central ,78751,11/10/2016,95,"919 E KOENIG LN EB
AUSTIN, TX 78751
(30.321125, -97.708674)",11461792,Routine Inspection
Barton Hills Market #1,78704,01/21/2015,93,"1220 BARTON HILLS DR
AUSTIN, TX 78704
(30.261519, -97.775149)",10400697,Routine Inspection
Big Lots # 1749,78757,05/13/2015,97,"8740 RESEARCH BLVD SB
AUSTIN, TX 78757
(30.365429, -97.718456)",11096134,Routine Inspection
BC - Whole Foods Market - Retail,78738,06/15/2016,99,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744636,Routine Inspection
BC - Walgreens #11272,78738,12/01/2016,100,"12200 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.307203, -97.931757)",10262066,Routine Inspection
Baby Acapulco #1,78741,07/13/2016,80,"1705 S LAKESHORE BLVD Bldg A
AUSTIN, TX 78741
(30.244879, -97.728661)",2800052,Routine Inspection
Balcones Club Grill,78750,05/13/2016,87,"8600 BALCONES CLUB DR
AUSTIN, TX 78750
(30.437933, -97.780795)",10239563,Routine Inspection
BC - Whole Foods Market - Meat,78738,12/01/2015,99,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744450,Routine Inspection
BC - We Olive & Wine Bar,78738,01/27/2017,93,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309414, -97.939901)",11087595,Routine Inspection
Barton Hills Elementary,78704,10/07/2016,99,"2108 BARTON HILLS DR
AUSTIN, TX 78704
(30.254661, -97.782349)",2800338,Routine Inspection
BC - Twin Liquors Hill Country Galleria,78738,06/09/2017,98,"3925 MARKET ST
BEE CAVE, TX 78738
(30.307658, -97.937117)",10359618,Routine Inspection
